ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
5924-SNGKP,Un año,Sí,Tarjeta de crédito (automática),20.25,865.0,No
0021-IKXGC,Mes a mes,Sí,Cheque electrónico,72.1,72.1,No
2034-GDRCN,Mes a mes,Sí,Cheque electrónico,90.4,168.2,Sí
8966-SNIZF,Dos años,No,Transferencia bancaria (automática),19.45,1303.5,No
6243-OZGFH,Mes a mes,Sí,Cheque electrónico,44.95,996.85,No
4654-DLAMQ,Un año,No,Transferencia bancaria (automática),97.0,6430.9,No
0513-RBGPE,Dos años,Sí,Tarjeta de crédito (automática),62.8,2278.75,No
5160-UXJED,Un año,No,Cheque por correo,44.6,681.4,No
4115-NZRKS,Mes a mes,Sí,Cheque electrónico,89.15,574.35,No
0219-YTZUE,Mes a mes,Sí,Transferencia bancaria (automática),84.8,371.9,Sí
0623-IIHUG,Mes a mes,Sí,Cheque electrónico,41.9,840.1,Sí
4572-DVCGN,Mes a mes,Sí,Transferencia bancaria (automática),80.25,846.0,Sí
3351-NGXYI,Mes a mes,Sí,Cheque electrónico,54.1,889.0,No
8984-EYLLL,Dos años,Sí,Cheque electrónico,105.25,6823.4,No
9057-MSWCO,Mes a mes,No,Tarjeta de crédito (automática),30.75,805.1,Sí
9833-TGFHX,Un año,No,Cheque electrónico,97.1,4016.75,No
9294-TDIPC,Mes a mes,No,Cheque por correo,20.2,83.75,No
5229-DTFYB,Dos años,Sí,Transferencia bancaria (automática),98.8,3959.15,No
0104-PPXDV,Un año,No,Tarjeta de crédito (automática),50.3,2878.55,No
5176-LMJXE,Dos años,Sí,Cheque por correo,20.55,945.7,No
3583-KRKMD,Mes a mes,Sí,Transferencia bancaria (automática),75.9,1373.05,No
1010-DIAUQ,Mes a mes,No,Transferencia bancaria (automática),96.5,492.55,Sí
9069-LGEUL,Mes a mes,Sí,Transferencia bancaria (automática),59.95,1406.0,No
7302-ZHMHP,Mes a mes,No,Cheque por correo,19.15,19.15,No
9571-EDEBV,Un año,Sí,Tarjeta de crédito (automática),98.65,6962.85,No
3520-FJGCV,Dos años,Sí,Tarjeta de crédito (automática),112.6,8126.65,No
6563-VRERX,Un año,No,Cheque por correo,20.6,690.25,No
0259-GBZSH,Mes a mes,Sí,Cheque electrónico,85.65,181.5,Sí
6122-EFVKN,Dos años,No,Cheque por correo,35.75,830.8,No
2805-EDJPQ,Un año,Sí,Tarjeta de crédito (automática),99.75,5608.4,No
6862-CQUMB,Mes a mes,Sí,Tarjeta de crédito (automática),96.1,3646.8,No
7156-MXBJE,Un año,No,Tarjeta de crédito (automática),85.1,3662.25,No
6158-HDPXZ,Mes a mes,No,Cheque por correo,25.35,25.35,No
9601-BRXPO,Mes a mes,Sí,Transferencia bancaria (automática),104.95,2566.5,Sí
2863-IMQDR,Dos años,No,Cheque electrónico,89.65,5308.7,No
5686-CMAWK,Un año,No,Cheque electrónico,86.75,1410.25,No
5651-CRHKQ,Un año,Sí,Transferencia bancaria (automática),86.2,3339.05,No
6905-NIQIN,Mes a mes,No,Cheque por correo,50.65,50.65,Sí
8204-YJCLA,Dos años,Sí,Transferencia bancaria (automática),64.8,4732.35,No
5167-ZFFMM,Mes a mes,Sí,Tarjeta de crédito (automática),90.85,90.85,Sí
6583-SZVGP,Dos años,Sí,Transferencia bancaria (automática),108.1,5067.45,No
4895-TMWIR,Mes a mes,No,Cheque por correo,19.95,214.75,Sí
0533-BNWKF,Mes a mes,Sí,Cheque electrónico,85.45,4874.7,Sí
1708-PBBOA,Un año,Sí,Cheque electrónico,54.75,2348.45,No
8782-LKFPK,Mes a mes,Sí,Cheque por correo,90.4,4063.0,No
5522-JBWMO,Mes a mes,No,Cheque electrónico,44.0,44.0,No
3597-MVHJT,Mes a mes,Sí,Transferencia bancaria (automática),95.6,2595.25,No
9774-NRNAU,Mes a mes,Sí,Transferencia bancaria (automática),84.8,2309.55,No
0224-RLWWD,Mes a mes,Sí,Cheque electrónico,44.3,89.3,No
9967-ATRFS,Mes a mes,No,Cheque por correo,19.9,367.55,No
3951-NJCVI,Mes a mes,Sí,Cheque electrónico,95.05,3944.5,No
2977-CEBSX,Dos años,Sí,Tarjeta de crédito (automática),90.05,5965.95,No
0177-PXBAT,Mes a mes,Sí,Transferencia bancaria (automática),109.9,3694.7,No
6599-CEBNN,Mes a mes,Sí,Tarjeta de crédito (automática),73.95,2524.45,Sí
2519-ERQOJ,Mes a mes,Sí,Cheque electrónico,54.6,1803.7,No
5876-QMYLD,Un año,No,Cheque por correo,20.05,415.1,No
2277-AXSDC,Un año,No,Transferencia bancaria (automática),19.75,624.15,No
9442-JTWDL,Un año,No,Tarjeta de crédito (automática),20.05,237.7,No
0979-PHULV,Mes a mes,Sí,Tarjeta de crédito (automática),99.45,7007.6,Sí
3067-SVMTC,Un año,No,Transferencia bancaria (automática),55.9,3848.8,No
5495-GPSRW,Dos años,Sí,Cheque por correo,19.7,419.4,No
7606-BPHHN,Dos años,Sí,Tarjeta de crédito (automática),19.8,1468.75,No
4742-DRORA,Un año,Sí,Transferencia bancaria (automática),95.4,5812.0,No
0111-KLBQG,Mes a mes,Sí,Cheque por correo,93.95,2861.45,No
4800-VHZKI,Mes a mes,Sí,Cheque por correo,19.9,19.9,Sí
7989-CHGTL,Mes a mes,Sí,Cheque por correo,19.6,19.6,Sí
0334-GDDSO,Mes a mes,Sí,Cheque electrónico,81.35,233.7,Sí
4163-NCJAK,Un año,Sí,Transferencia bancaria (automática),24.45,1066.15,No
5233-AOZUF,Mes a mes,Sí,Cheque electrónico,74.95,2149.05,No
5973-EJGDP,Mes a mes,Sí,Cheque electrónico,87.35,4473.0,No
1996-DBMUS,Mes a mes,Sí,Transferencia bancaria (automática),70.65,3545.05,No
7916-VCCPB,Mes a mes,No,Transferencia bancaria (automática),73.25,1195.75,No
4686-GEFRM,Dos años,Sí,Transferencia bancaria (automática),98.7,6858.9,No
5249-QYHEX,Dos años,Sí,Cheque por correo,24.8,1024.7,No
0578-SKVMF,Mes a mes,No,Cheque electrónico,83.3,1845.9,Sí
5564-NEMQO,Mes a mes,Sí,Transferencia bancaria (automática),75.3,75.3,Sí
2233-FAGXV,Mes a mes,Sí,Cheque por correo,24.3,132.25,No
5605-IYGFG,Mes a mes,Sí,Transferencia bancaria (automática),69.85,515.45,No
7663-ZTEGJ,Un año,No,Tarjeta de crédito (automática),100.55,2830.45,No
3935-TBRZZ,Un año,No,Cheque por correo,25.7,1110.5,No
8111-BKVDS,Mes a mes,No,Transferencia bancaria (automática),40.7,449.3,No
2055-SIFSS,Mes a mes,No,Transferencia bancaria (automática),51.65,2838.55,No
2806-MLNTI,Un año,Sí,Transferencia bancaria (automática),105.1,5376.4,No
8734-DKSTZ,Mes a mes,No,Cheque electrónico,85.95,858.6,No
4360-PNRQB,Mes a mes,Sí,Transferencia bancaria (automática),75.6,1395.05,No
6152-ONASV,Un año,No,Transferencia bancaria (automática),58.25,3975.7,No
9063-ZGTUY,Mes a mes,Sí,Cheque por correo,19.4,1182.55,Sí
7781-HVGMK,Dos años,Sí,Tarjeta de crédito (automática),65.2,4784.45,No
2181-UAESM,Mes a mes,No,Cheque electrónico,53.45,119.5,No
2957-LOLHO,Mes a mes,Sí,Transferencia bancaria (automática),45.4,518.9,Sí
6048-NJXHX,Dos años,Sí,Cheque electrónico,19.75,899.45,No
2320-SLKMB,Mes a mes,Sí,Tarjeta de crédito (automática),44.45,1183.8,No
4980-URKXC,Un año,No,Transferencia bancaria (automática),20.85,720.05,No
4376-KFVRS,Dos años,Sí,Tarjeta de crédito (automática),114.05,8468.2,No
5886-VLQVU,Mes a mes,Sí,Transferencia bancaria (automática),89.85,3161.2,No
3577-AMVUX,Mes a mes,No,Cheque por correo,55.05,55.05,No
0771-WLCLA,Mes a mes,Sí,Cheque electrónico,112.95,1882.55,No
5628-RKIFK,Mes a mes,No,Tarjeta de crédito (automática),101.55,5070.4,No
0206-TBWLC,Un año,Sí,Cheque por correo,114.65,6049.5,No
2937-FTHUR,Mes a mes,No,Cheque electrónico,64.8,1166.7,No
1910-FMXJM,Mes a mes,No,Cheque electrónico,80.4,2937.65,No
7752-XUSCI,Mes a mes,Sí,Cheque electrónico,105.9,6396.45,Sí
4110-PFEUZ,Mes a mes,No,Cheque por correo,69.55,69.55,Sí
0732-OCQOC,Dos años,Sí,Transferencia bancaria (automática),25.05,1270.25,No
5168-MSWXT,Mes a mes,Sí,Cheque electrónico,94.75,759.55,No
1090-ESELR,Dos años,No,Transferencia bancaria (automática),105.5,7611.55,No
8592-PLTMQ,Un año,No,Cheque por correo,24.7,1642.75,No
5760-WRAHC,Mes a mes,Sí,Cheque por correo,69.75,1545.4,No
8847-GEOOQ,Mes a mes,Sí,Transferencia bancaria (automática),60.2,3582.4,No
0256-LTHVJ,Mes a mes,Sí,Cheque electrónico,81.05,2227.1,Sí
4785-FCIFB,Dos años,No,Cheque por correo,24.4,1417.9,No
8313-NDOIA,Mes a mes,Sí,Cheque electrónico,104.15,2494.65,No
5149-CUZUJ,Un año,No,Transferencia bancaria (automática),92.9,2768.35,No
0942-KOWSM,Dos años,No,Transferencia bancaria (automática),80.8,2369.3,No
4237-CLSMM,Mes a mes,No,Cheque por correo,20.0,38.0,No
1452-VOQCH,Mes a mes,Sí,Cheque electrónico,75.1,75.1,No
4719-UMSIY,Mes a mes,No,Cheque por correo,19.65,100.9,No
6614-VBEGU,Mes a mes,Sí,Transferencia bancaria (automática),69.45,1614.05,No
0880-TKATG,Mes a mes,No,Cheque electrónico,101.15,385.9,Sí
3811-VBYBZ,Mes a mes,Sí,Cheque electrónico,99.8,673.25,Sí
1480-BKXGA,Dos años,Sí,Transferencia bancaria (automática),116.05,8404.9,No
2996-XAUVF,Dos años,Sí,Cheque por correo,40.05,2799.75,No
9076-AXYIK,Dos años,No,Cheque electrónico,102.1,6538.45,No
5968-XQIVE,Un año,Sí,Cheque electrónico,89.7,6588.95,No
8896-RAZCR,Dos años,No,Cheque por correo,19.9,868.1,No
4640-UHDOS,Mes a mes,No,Cheque electrónico,55.95,734.35,Sí
4933-IKULF,Un año,No,Cheque por correo,20.65,330.6,No
3583-EKAPL,Mes a mes,Sí,Cheque electrónico,55.0,55.0,Sí
1304-BCCFO,Mes a mes,Sí,Cheque por correo,70.05,564.4,No
4104-PVRPS,Mes a mes,No,Cheque por correo,53.6,1315.35,No
9399-APLBT,Mes a mes,Sí,Cheque electrónico,74.7,74.7,Sí
2359-KMGLI,Mes a mes,Sí,Cheque electrónico,80.25,1861.5,Sí
3780-DDGSE,Mes a mes,Sí,Cheque electrónico,76.05,2747.2,No
4431-EDMIQ,Mes a mes,Sí,Cheque electrónico,75.7,554.05,No
0306-JAELE,Mes a mes,Sí,Cheque electrónico,96.1,453.4,Sí
6227-HWPWX,Mes a mes,No,Transferencia bancaria (automática),69.0,994.8,Sí
0486-LGCCH,Dos años,No,Cheque por correo,19.65,225.75,No
9170-ARBTB,Un año,No,Tarjeta de crédito (automática),19.6,1012.4,No
0447-BEMNG,Mes a mes,Sí,Transferencia bancaria (automática),45.3,2145.0,Sí
4612-SSVHJ,Mes a mes,Sí,Cheque electrónico,81.45,1671.6,No
5168-MQQCA,Un año,Sí,Transferencia bancaria (automática),108.5,8003.8,No
5949-XIKAE,Mes a mes,Sí,Cheque electrónico,83.55,680.05,Sí
7971-HLVXI,Dos años,Sí,Tarjeta de crédito (automática),84.5,6130.85,No
9094-AZPHK,Mes a mes,Sí,Cheque electrónico,100.15,1415.0,No
3649-JPUGY,Dos años,Sí,Transferencia bancaria (automática),88.6,6201.95,No
4472-LVYGI,Dos años,Sí,Transferencia bancaria (automática),52.55,,No
8372-JUXUI,Mes a mes,Sí,Cheque electrónico,74.35,74.35,Sí
3552-CTCYF,Dos años,Sí,Transferencia bancaria (automática),104.8,6597.25,No
6778-YSNIH,Mes a mes,Sí,Cheque electrónico,59.0,114.15,No
0388-EOPEX,Mes a mes,Sí,Cheque electrónico,74.4,139.4,Sí
5756-OZRIO,Un año,No,Transferencia bancaria (automática),64.05,3902.6,No
6579-JPICP,Mes a mes,No,Cheque por correo,20.4,20.4,No
8205-OTCHB,Un año,Sí,Transferencia bancaria (automática),43.75,903.6,Sí
4134-BSXLX,Mes a mes,No,Cheque por correo,60.9,1785.65,No
0505-SPOOW,Dos años,No,Transferencia bancaria (automática),19.8,1397.65,No
6235-VDHOM,Mes a mes,No,Cheque electrónico,28.45,131.05,Sí
7783-YKGDV,Mes a mes,Sí,Transferencia bancaria (automática),99.7,1238.45,Sí
4374-YMUSQ,Un año,No,Tarjeta de crédito (automática),116.25,3899.05,No
4513-CXYIX,Dos años,Sí,Tarjeta de crédito (automática),80.7,5676.0,No
3957-HHLMR,Un año,No,Transferencia bancaria (automática),65.2,4543.15,No
7803-XOCCZ,Mes a mes,Sí,Transferencia bancaria (automática),84.05,4326.8,No
5736-YEJAX,Dos años,Sí,Tarjeta de crédito (automática),79.45,5502.55,No
5609-CEBID,Mes a mes,Sí,Cheque electrónico,94.1,1782.4,Sí
8981-FJGLA,Mes a mes,Sí,Cheque por correo,78.0,851.8,No
7218-HKQFK,Mes a mes,Sí,Cheque electrónico,94.2,167.5,Sí
4636-QRJKY,Mes a mes,Sí,Cheque electrónico,80.5,502.85,Sí
1135-LMECX,Mes a mes,No,Cheque por correo,19.85,19.85,No
4332-MUOEZ,Un año,No,Tarjeta de crédito (automática),94.3,1818.3,No
8535-SFUTN,Mes a mes,Sí,Cheque electrónico,106.45,6300.15,No
5956-VKDTT,Mes a mes,Sí,Cheque electrónico,74.35,334.8,Sí
8677-HDZEE,Mes a mes,Sí,Transferencia bancaria (automática),105.45,5916.95,No
2475-MROZF,Mes a mes,Sí,Tarjeta de crédito (automática),95.0,2852.4,No
9412-GHEEC,Mes a mes,No,Transferencia bancaria (automática),104.8,4131.95,Sí
3482-ABPKK,Un año,No,Cheque por correo,54.3,1546.3,No
6705-LXORM,Mes a mes,No,Cheque electrónico,70.05,302.6,No
0257-ZESQC,Mes a mes,Sí,Transferencia bancaria (automática),75.2,1929.35,Sí
7531-GQHME,Mes a mes,No,Tarjeta de crédito (automática),20.05,265.45,No
5174-ITUMV,Un año,Sí,Cheque electrónico,105.4,6989.45,No
4109-CYRBD,Mes a mes,Sí,Cheque electrónico,51.6,1442.0,No
0913-XWSCN,Mes a mes,No,Transferencia bancaria (automática),85.5,4713.4,No
6825-UYPFK,Mes a mes,No,Transferencia bancaria (automática),75.6,1758.6,Sí
8397-MVTAZ,Mes a mes,Sí,Cheque electrónico,100.05,3480.0,Sí
0750-EBAIU,Un año,No,Cheque electrónico,91.25,4738.3,No
8606-CIQUL,Dos años,Sí,Tarjeta de crédito (automática),115.75,8399.15,No
3571-DPYUH,Un año,Sí,Tarjeta de crédito (automática),94.7,5430.35,No
7601-GNDYK,Dos años,No,Cheque por correo,19.6,686.95,No
0356-OBMAC,Dos años,Sí,Transferencia bancaria (automática),99.9,5706.3,No
8067-NIOYM,Dos años,Sí,Tarjeta de crédito (automática),21.1,490.65,No
1403-GYAFU,Dos años,No,Tarjeta de crédito (automática),20.05,1360.25,No
4234-XTNEA,Mes a mes,Sí,Cheque electrónico,79.95,174.45,No
1297-VQDRP,Un año,Sí,Tarjeta de crédito (automática),107.15,7379.8,No
9282-IZGQK,Mes a mes,Sí,Cheque electrónico,85.0,85.0,Sí
5348-CAGXB,Mes a mes,Sí,Cheque electrónico,89.55,1021.75,No
0621-HJWXJ,Mes a mes,Sí,Transferencia bancaria (automática),81.55,5029.05,No
5844-QVTAT,Un año,Sí,Cheque por correo,58.45,1955.4,No
8905-IAZPF,Un año,Sí,Tarjeta de crédito (automática),95.65,6744.2,No
5394-MEITZ,Dos años,Sí,Transferencia bancaria (automática),80.6,4946.7,No
6859-QNXIQ,Dos años,Sí,Transferencia bancaria (automática),113.1,8248.5,No
2782-LFZVW,Mes a mes,Sí,Cheque por correo,58.95,601.6,No
2866-IKBTM,Mes a mes,No,Cheque por correo,19.55,19.55,No
1342-JPNKI,Mes a mes,Sí,Transferencia bancaria (automática),86.05,834.1,Sí
2817-NTQDO,Mes a mes,Sí,Tarjeta de crédito (automática),45.55,597.0,Sí
7129-AZJDE,Un año,Sí,Transferencia bancaria (automática),78.95,2647.2,No
6986-IJDHX,Mes a mes,Sí,Cheque por correo,86.3,3266.0,Sí
2560-PPCHE,Un año,Sí,Transferencia bancaria (automática),105.05,6744.25,No
4676-MQUEA,Un año,Sí,Transferencia bancaria (automática),101.9,5265.5,No
8138-EALND,Mes a mes,No,Cheque por correo,19.75,311.6,No
3580-HYCSP,Dos años,Sí,Transferencia bancaria (automática),110.3,7966.9,No
1352-HNSAW,Dos años,Sí,Transferencia bancaria (automática),115.6,8220.4,No
2075-PUEPR,Dos años,No,Transferencia bancaria (automática),19.35,1153.25,No
1982-FEBTD,Dos años,Sí,Tarjeta de crédito (automática),25.6,514.75,No
5301-GAUUY,Mes a mes,Sí,Transferencia bancaria (automática),80.35,2596.15,Sí
5791-KAJFD,Un año,Sí,Transferencia bancaria (automática),68.75,3808.0,No
2654-VBVPB,Mes a mes,No,Transferencia bancaria (automática),19.9,19.9,No
1154-HYWWO,Un año,No,Cheque por correo,70.6,2708.2,No
2501-XWWTZ,Mes a mes,No,Cheque electrónico,70.2,760.05,No
3716-UVSPD,Mes a mes,Sí,Cheque electrónico,49.3,49.3,No
5546-BYZSM,Mes a mes,No,Cheque electrónico,20.45,775.6,No
6815-ABQFQ,Un año,Sí,Cheque electrónico,107.25,6033.3,No
7343-EOBEU,Mes a mes,Sí,Cheque por correo,23.6,89.05,No
3701-SFMUH,Mes a mes,No,Tarjeta de crédito (automática),69.7,516.15,No
6103-LIANB,Dos años,Sí,Tarjeta de crédito (automática),99.5,5861.75,No
7319-VENRZ,Mes a mes,No,Transferencia bancaria (automática),64.3,445.95,No
5846-NEQVZ,Dos años,Sí,Tarjeta de crédito (automática),70.85,4973.4,No
6967-QIQRV,Un año,No,Cheque electrónico,101.9,1667.25,No
5781-RFZRP,Dos años,No,Tarjeta de crédito (automática),73.5,5357.75,No
0939-YAPAF,Mes a mes,Sí,Cheque electrónico,100.25,3527.6,Sí
0308-IVGOK,Un año,Sí,Tarjeta de crédito (automática),40.4,422.6,No
7293-LSCDV,Dos años,Sí,Tarjeta de crédito (automática),19.25,1103.25,No
7025-WCBNE,Dos años,No,Transferencia bancaria (automática),59.6,2754.0,No
5756-JYOJT,Un año,No,Tarjeta de crédito (automática),64.9,697.25,No
4710-FDUIZ,Un año,No,Tarjeta de crédito (automática),100.3,5614.45,Sí
6030-REHUX,Mes a mes,Sí,Cheque electrónico,110.85,3204.4,No
9548-LIGTA,Dos años,Sí,Cheque por correo,81.05,4747.65,No
5150-LJNSR,Un año,No,Transferencia bancaria (automática),98.05,3082.1,No
8270-RKSAP,Mes a mes,Sí,Cheque electrónico,70.5,597.9,No
6522-YRBXD,Mes a mes,Sí,Cheque electrónico,94.55,3365.4,No
2640-LYMOV,Mes a mes,Sí,Cheque por correo,19.65,38.8,No
1218-VKFPE,Mes a mes,No,Cheque por correo,19.0,233.55,Sí
3627-FHKBK,Mes a mes,No,Cheque por correo,75.3,75.3,Sí
0743-HNPFG,Un año,Sí,Tarjeta de crédito (automática),69.75,3562.5,No
2865-TCHJW,Mes a mes,Sí,Cheque electrónico,89.2,346.2,Sí
1423-BMPBQ,Mes a mes,Sí,Cheque por correo,19.0,19.0,No
2393-DIVAI,Mes a mes,Sí,Cheque por correo,20.0,61.7,No
5192-EBGOV,Mes a mes,Sí,Cheque electrónico,85.7,85.7,Sí
4568-KNYWR,Dos años,Sí,Tarjeta de crédito (automática),63.25,3342.45,No
8752-IMQOS,Un año,No,Cheque por correo,20.1,85.1,No
0742-LAFQK,Dos años,Sí,Cheque electrónico,99.15,7422.1,No
0795-LAFGP,Dos años,No,Cheque electrónico,90.4,6668.05,No
0619-OLYUR,Dos años,Sí,Tarjeta de crédito (automática),111.9,8071.05,No
5512-IDZEI,Un año,No,Cheque electrónico,24.9,1174.8,No
0459-SPZHJ,Dos años,No,Tarjeta de crédito (automática),83.5,5435.0,No
0215-BQKGS,Mes a mes,Sí,Tarjeta de crédito (automática),84.3,2438.6,No
9244-ZVAPM,Mes a mes,No,Cheque por correo,45.6,45.6,No
0719-SYFRB,Mes a mes,Sí,Cheque por correo,61.65,713.75,Sí
8208-EUMTE,Dos años,No,Cheque por correo,54.85,916.15,No
5172-MIGPM,Mes a mes,No,Cheque por correo,65.55,237.2,No
1710-RCXUS,Un año,Sí,Tarjeta de crédito (automática),90.35,4614.55,No
0374-FIUCA,Dos años,Sí,Tarjeta de crédito (automática),20.4,1414.45,No
5839-SUYVZ,Mes a mes,Sí,Tarjeta de crédito (automática),74.55,1170.5,No
5173-ZXXXL,Un año,No,Cheque por correo,19.95,47.7,No
1096-ADRUX,Un año,Sí,Transferencia bancaria (automática),74.25,4859.25,No
2001-MCUUW,Dos años,No,Cheque electrónico,108.65,4903.2,No
2731-GJRDG,Un año,Sí,Transferencia bancaria (automática),109.55,3608.0,No
4723-BEGSG,Dos años,No,Tarjeta de crédito (automática),86.65,6094.25,No
6516-NKQBO,Dos años,No,Tarjeta de crédito (automática),81.0,3084.9,No
8672-OAUPW,Un año,No,Tarjeta de crédito (automática),47.85,2356.75,No
8207-DMRVL,Dos años,No,Transferencia bancaria (automática),114.55,8306.05,No
3419-SNJJD,Mes a mes,No,Transferencia bancaria (automática),105.25,6786.4,Sí
6543-CPZMK,Mes a mes,Sí,Cheque electrónico,29.95,248.95,Sí
4765-OXPPD,Mes a mes,No,Cheque por correo,65.0,663.05,Sí
2804-ETQDK,Dos años,No,Cheque por correo,20.55,1357.1,No
6689-VRRTK,Un año,Sí,Tarjeta de crédito (automática),109.8,4860.35,No
7138-GIRSH,Dos años,No,Transferencia bancaria (automática),69.5,3418.2,No
9396-ZSFLL,Mes a mes,No,Cheque por correo,48.85,631.4,No
6464-KEXXH,Mes a mes,Sí,Tarjeta de crédito (automática),25.25,186.3,No
7134-MJPDY,Un año,Sí,Tarjeta de crédito (automática),102.85,6976.75,No
5240-CAOYT,Mes a mes,Sí,Transferencia bancaria (automática),87.55,4884.85,No
4059-IIEBK,Mes a mes,Sí,Transferencia bancaria (automática),78.55,522.95,No
4881-JVQOD,Mes a mes,Sí,Transferencia bancaria (automática),34.55,362.6,No
0516-UXRMT,Un año,Sí,Cheque electrónico,92.05,5755.8,No
4851-BQDNX,Un año,Sí,Cheque electrónico,85.05,3355.65,No
5148-HKFIR,Dos años,No,Cheque por correo,19.7,406.95,No
1009-IRMNA,Mes a mes,No,Transferencia bancaria (automática),20.0,137.6,Sí
3003-CMDUU,Mes a mes,Sí,Cheque electrónico,95.15,2395.7,No
5016-IBERQ,Mes a mes,No,Cheque electrónico,84.25,1968.1,No
6797-UCJHZ,Un año,No,Tarjeta de crédito (automática),104.6,6819.45,No
2469-DTSGX,Dos años,No,Cheque electrónico,111.65,7943.45,No
4554-YGZIH,Mes a mes,No,Tarjeta de crédito (automática),90.05,4547.25,Sí
5099-BAILX,Mes a mes,Sí,Transferencia bancaria (automática),110.75,4687.9,Sí
9931-KGHOA,Mes a mes,No,Transferencia bancaria (automática),55.0,2473.95,No
1775-KWJKQ,Dos años,No,Tarjeta de crédito (automática),89.85,6562.9,No
7665-VIGUD,Un año,No,Cheque por correo,20.35,176.3,No
9411-TPQQV,Un año,Sí,Transferencia bancaria (automática),54.55,2236.2,No
7207-RMRDB,Mes a mes,Sí,Cheque electrónico,105.5,6985.65,Sí
7954-MLBUN,Dos años,No,Transferencia bancaria (automática),99.45,3109.9,No
2077-DDHJK,Dos años,No,Tarjeta de crédito (automática),70.9,4911.35,No
4913-EHYUI,Un año,Sí,Transferencia bancaria (automática),104.55,5794.65,Sí
0195-IESCP,Mes a mes,Sí,Cheque electrónico,85.25,855.3,Sí
9574-BOSMD,Dos años,No,Transferencia bancaria (automática),25.4,1620.2,No
4580-TMHJU,Mes a mes,No,Cheque electrónico,56.15,2499.3,Sí
0970-ETWGE,Mes a mes,Sí,Cheque electrónico,89.55,89.55,Sí
4908-XAXAY,Un año,Sí,Transferencia bancaria (automática),89.85,4287.2,No
8404-VLQFB,Mes a mes,Sí,Cheque electrónico,25.25,394.85,No
1626-ERCMM,Mes a mes,Sí,Cheque electrónico,94.55,1899.65,Sí
0887-HJGAR,Mes a mes,Sí,Cheque por correo,45.7,45.7,Sí
2391-IPLOP,Un año,Sí,Cheque electrónico,69.65,3442.15,No
5644-PDMZC,Mes a mes,No,Cheque electrónico,89.5,161.5,Sí
3509-GWQGF,Mes a mes,No,Tarjeta de crédito (automática),70.0,1732.6,No
9576-ANLXO,Mes a mes,Sí,Transferencia bancaria (automática),69.55,222.3,Sí
2024-BASKD,Mes a mes,Sí,Cheque por correo,74.6,74.6,Sí
5845-BZZIB,Dos años,No,Cheque por correo,20.1,655.3,No
1140-UKVZG,Mes a mes,No,Cheque por correo,24.8,475.25,No
4160-AMJTL,Mes a mes,No,Cheque electrónico,19.65,164.3,Sí
5183-SNMJQ,Mes a mes,Sí,Tarjeta de crédito (automática),95.1,865.1,No
8100-PNJMH,Dos años,Sí,Tarjeta de crédito (automática),88.85,6132.7,No
7838-LAZFO,Un año,No,Transferencia bancaria (automática),78.8,3597.5,No
4464-JCOLN,Un año,No,Cheque por correo,19.85,35.9,Sí
2085-JVGAD,Mes a mes,No,Transferencia bancaria (automática),20.35,697.65,No
5650-VDUDS,Mes a mes,Sí,Cheque por correo,24.25,96.05,Sí
8095-WANWK,Mes a mes,No,Cheque por correo,45.25,428.7,No
3030-ZKIWL,Mes a mes,No,Cheque por correo,20.05,20.05,No
9565-FLVCG,Dos años,Sí,Cheque por correo,69.55,4459.15,No
8755-OGKNA,Dos años,No,Transferencia bancaria (automática),19.5,1167.6,No
2800-VEQXM,Mes a mes,Sí,Cheque por correo,74.75,238.1,No
7538-GWHML,Mes a mes,No,Cheque electrónico,69.65,145.15,Sí
5533-RJFTJ,Mes a mes,Sí,Transferencia bancaria (automática),30.2,1453.1,No
