ID_cliente,Servicio_telefonico,Lineas_multiples,Servicio_internet,Seguridad_en_linea,Copia_seguridad,Proteccion_dispositivo,Soporte_tecnico,Streaming_TV,Streaming_peliculas
5583-SXDAG,Sí,No,Fibra óptica,No,No,No,No,No,No
3488-PGMQJ,Sí,No,Fibra óptica,No,Sí,No,No,No,No
3580-REOAC,Sí,No,DSL,No,No,No,No,No,No
7534-BFESC,Sí,Sí,Fibra óptica,No,No,No,No,No,No
3727-OWVYD,Sí,No,DSL,Sí,Sí,Sí,No,No,No
2294-SALNE,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,No
4847-TAJYI,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
1563-IWQEX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8203-XJZRC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6556-DBKZF,Sí,No,Fibra óptica,No,No,Sí,No,No,No
6851-WEFYX,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
2985-JUUBZ,Sí,Sí,DSL,No,No,Sí,No,Sí,Sí
6390-DSAZX,Sí,No,Fibra óptica,Sí,No,No,No,No,No
0895-LMRSF,Sí,No,DSL,No,No,No,No,Sí,Sí
8098-LLAZX,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
8266-VBFQL,Sí,No,Fibra óptica,No,No,Sí,Sí,No,Sí
8181-YHCMF,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí
2240-HSJQD,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
1248-DYXUB,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0265-EDXBD,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4115-BNPJY,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
3167-SNQPL,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
4091-TVOCN,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí
1098-TDVUQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7277-OZCGZ,Sí,No,Fibra óptica,Sí,No,No,Sí,No,Sí
1557-EMYVT,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2799-ARNLO,Sí,No,Fibra óptica,No,No,No,No,No,No
7563-BIUPC,Sí,No,Fibra óptica,No,No,No,No,Sí,No
5027-YOCXN,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí
3973-SKMLN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2321-OMBXY,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí
2840-XANRC,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
6745-JEFZB,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No
5020-ZSTTY,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,Sí
9880-TDQAC,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí
8705-WZCYL,Sí,No,DSL,No,No,No,No,No,No
7102-JJVTX,Sí,No,DSL,Sí,No,No,No,No,No
8626-PTQGE,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,Sí,Sí
4983-CLMLV,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
5701-YVSVF,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No
5804-LEPIM,Sí,No,Fibra óptica,No,No,No,No,No,No
5697-GOMBF,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No
2739-CACDQ,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
9385-EHGDO,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9498-FIMXL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2379-GYFLQ,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No
0122-OAHPZ,Sí,Sí,Fibra óptica,No,No,No,No,No,No
2868-SNELZ,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
4322-RCYMT,Sí,Sí,DSL,No,Sí,Sí,Sí,No,Sí
6680-NENYN,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
2088-IEBAU,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
7982-VCELR,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
1343-EHPYB,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6035-BXTTY,Sí,No,DSL,No,Sí,No,Sí,No,No
6885-PKOAM,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
7520-HQWJU,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No
9639-BUJXT,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5924-SNGKP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0021-IKXGC,Sí,Sí,Fibra óptica,No,No,No,No,No,No
2034-GDRCN,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
8966-SNIZF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6243-OZGFH,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí
4654-DLAMQ,Sí,No,Fibra óptica,Sí,Sí,Sí,No,No,Sí
0513-RBGPE,Sí,Sí,DSL,Sí,No,Sí,Sí,No,No
5160-UXJED,Sí,No,DSL,No,No,No,No,No,No
4115-NZRKS,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
0219-YTZUE,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No
0623-IIHUG,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,No
4572-DVCGN,Sí,No,Fibra óptica,No,No,No,No,No,Sí
3351-NGXYI,Sí,Sí,DSL,Sí,No,No,No,No,No
8984-EYLLL,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
9057-MSWCO,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No
9833-TGFHX,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
9294-TDIPC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5229-DTFYB,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí
0104-PPXDV,Sí,No,DSL,No,No,Sí,No,No,No
5176-LMJXE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3583-KRKMD,Sí,No,Fibra óptica,No,No,No,Sí,No,No
1010-DIAUQ,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
9069-LGEUL,Sí,No,DSL,Sí,No,No,No,No,Sí
7302-ZHMHP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9571-EDEBV,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
3520-FJGCV,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
6563-VRERX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0259-GBZSH,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
6122-EFVKN,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No
2805-EDJPQ,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí
6862-CQUMB,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
7156-MXBJE,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
6158-HDPXZ,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
9601-BRXPO,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
2863-IMQDR,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
5686-CMAWK,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No
5651-CRHKQ,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,No
6905-NIQIN,Sí,No,DSL,No,Sí,No,No,No,No
8204-YJCLA,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí
5167-ZFFMM,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí
6583-SZVGP,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
4895-TMWIR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0533-BNWKF,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No
1708-PBBOA,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,Sí
8782-LKFPK,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
5522-JBWMO,Sí,No,DSL,No,No,No,No,No,No
3597-MVHJT,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
9774-NRNAU,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
0224-RLWWD,Sí,No,DSL,No,No,No,No,No,No
9967-ATRFS,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3951-NJCVI,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
2977-CEBSX,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
0177-PXBAT,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
6599-CEBNN,Sí,No,Fibra óptica,No,Sí,No,No,No,No
2519-ERQOJ,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí
5876-QMYLD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2277-AXSDC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9442-JTWDL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0979-PHULV,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
3067-SVMTC,Sí,No,DSL,Sí,No,No,Sí,No,No
5495-GPSRW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7606-BPHHN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4742-DRORA,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,No
0111-KLBQG,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
4800-VHZKI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7989-CHGTL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0334-GDDSO,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
4163-NCJAK,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5233-AOZUF,Sí,Sí,Fibra óptica,No,No,No,No,No,No
5973-EJGDP,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,No
1996-DBMUS,Sí,No,Fibra óptica,No,No,No,No,No,No
7916-VCCPB,Sí,No,Fibra óptica,No,Sí,No,No,No,No
4686-GEFRM,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí
5249-QYHEX,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0578-SKVMF,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí
5564-NEMQO,Sí,No,Fibra óptica,No,No,Sí,No,No,No
2233-FAGXV,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5605-IYGFG,Sí,No,Fibra óptica,No,No,No,No,No,No
7663-ZTEGJ,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí
3935-TBRZZ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8111-BKVDS,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No
2055-SIFSS,Sí,Sí,DSL,No,No,No,No,No,No
2806-MLNTI,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
8734-DKSTZ,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
4360-PNRQB,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6152-ONASV,Sí,Sí,DSL,Sí,No,No,Sí,No,No
9063-ZGTUY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7781-HVGMK,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí
2181-UAESM,Sí,No,DSL,Sí,No,Sí,No,No,No
2957-LOLHO,Sí,No,DSL,No,No,No,No,No,No
6048-NJXHX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2320-SLKMB,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,No
4980-URKXC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4376-KFVRS,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
5886-VLQVU,Sí,Sí,Fibra óptica,No,No,No,Sí,No,Sí
3577-AMVUX,Sí,No,DSL,No,No,Sí,Sí,No,No
0771-WLCLA,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
5628-RKIFK,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
0206-TBWLC,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2937-FTHUR,Sí,Sí,DSL,Sí,No,No,No,No,Sí
1910-FMXJM,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7752-XUSCI,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
4110-PFEUZ,Sí,No,Fibra óptica,No,No,No,No,No,No
0732-OCQOC,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5168-MSWXT,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
1090-ESELR,Sí,No,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí
8592-PLTMQ,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5760-WRAHC,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí
8847-GEOOQ,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí
0256-LTHVJ,Sí,No,Fibra óptica,No,No,No,No,No,Sí
4785-FCIFB,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8313-NDOIA,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
5149-CUZUJ,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,No
0942-KOWSM,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí
4237-CLSMM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1452-VOQCH,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4719-UMSIY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6614-VBEGU,Sí,No,DSL,No,Sí,No,No,Sí,Sí
0880-TKATG,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
3811-VBYBZ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
1480-BKXGA,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2996-XAUVF,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí
9076-AXYIK,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
5968-XQIVE,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No
8896-RAZCR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4640-UHDOS,Sí,No,DSL,No,No,No,No,No,Sí
4933-IKULF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3583-EKAPL,Sí,No,DSL,No,No,No,No,No,Sí
1304-BCCFO,Sí,No,DSL,No,No,Sí,No,Sí,Sí
4104-PVRPS,Sí,No,DSL,Sí,No,No,Sí,No,No
9399-APLBT,Sí,No,Fibra óptica,No,Sí,No,No,No,No
2359-KMGLI,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
3780-DDGSE,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí
4431-EDMIQ,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No
0306-JAELE,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
6227-HWPWX,Sí,No,Fibra óptica,No,No,No,No,No,No
0486-LGCCH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9170-ARBTB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0447-BEMNG,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,Sí
4612-SSVHJ,Sí,No,Fibra óptica,No,No,No,No,No,Sí
5168-MQQCA,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
5949-XIKAE,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No
7971-HLVXI,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
9094-AZPHK,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
3649-JPUGY,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí
4472-LVYGI,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,No
8372-JUXUI,Sí,Sí,Fibra óptica,No,No,No,No,No,No
3552-CTCYF,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6778-YSNIH,Sí,No,DSL,No,Sí,No,No,Sí,No
0388-EOPEX,Sí,No,Fibra óptica,Sí,No,No,No,No,No
5756-OZRIO,Sí,Sí,DSL,No,Sí,No,No,No,Sí
6579-JPICP,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8205-OTCHB,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,Sí
4134-BSXLX,Sí,No,DSL,Sí,Sí,No,Sí,No,No
0505-SPOOW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6235-VDHOM,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No
7783-YKGDV,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,Sí
4374-YMUSQ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
4513-CXYIX,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
3957-HHLMR,Sí,Sí,DSL,Sí,No,No,No,No,Sí
7803-XOCCZ,Sí,No,Fibra óptica,Sí,No,Sí,Sí,No,No
5736-YEJAX,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
5609-CEBID,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
8981-FJGLA,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
7218-HKQFK,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
4636-QRJKY,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No
1135-LMECX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4332-MUOEZ,Sí,No,Fibra óptica,Sí,No,Sí,Sí,No,Sí
8535-SFUTN,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí
5956-VKDTT,Sí,Sí,Fibra óptica,No,No,No,No,No,No
8677-HDZEE,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
2475-MROZF,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No
9412-GHEEC,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
3482-ABPKK,Sí,No,DSL,Sí,No,No,Sí,No,No
6705-LXORM,Sí,No,Fibra óptica,No,No,No,No,No,No
0257-ZESQC,Sí,No,Fibra óptica,Sí,No,No,No,No,No
7531-GQHME,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5174-ITUMV,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
4109-CYRBD,Sí,Sí,DSL,No,No,No,No,No,No
0913-XWSCN,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
6825-UYPFK,Sí,Sí,Fibra óptica,No,No,No,No,No,No
8397-MVTAZ,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
0750-EBAIU,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,No
8606-CIQUL,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
3571-DPYUH,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,No
7601-GNDYK,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0356-OBMAC,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No
8067-NIOYM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1403-GYAFU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4234-XTNEA,Sí,No,Fibra óptica,No,No,No,No,Sí,No
1297-VQDRP,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí
9282-IZGQK,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí
5348-CAGXB,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No
0621-HJWXJ,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
5844-QVTAT,Sí,No,DSL,Sí,Sí,Sí,No,No,No
8905-IAZPF,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
5394-MEITZ,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí
6859-QNXIQ,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2782-LFZVW,Sí,Sí,DSL,No,No,No,No,No,Sí
2866-IKBTM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1342-JPNKI,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
2817-NTQDO,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,Sí,No
7129-AZJDE,Sí,No,Fibra óptica,No,No,No,No,No,Sí
6986-IJDHX,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No
2560-PPCHE,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
4676-MQUEA,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No
8138-EALND,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3580-HYCSP,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
1352-HNSAW,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
2075-PUEPR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1982-FEBTD,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5301-GAUUY,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
5791-KAJFD,Sí,Sí,DSL,Sí,No,Sí,No,No,Sí
2654-VBVPB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1154-HYWWO,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No
2501-XWWTZ,Sí,No,Fibra óptica,No,No,No,No,No,No
3716-UVSPD,Sí,No,DSL,No,No,No,Sí,No,No
5546-BYZSM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6815-ABQFQ,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí
7343-EOBEU,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3701-SFMUH,Sí,No,DSL,Sí,No,No,No,Sí,Sí
6103-LIANB,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
7319-VENRZ,Sí,No,DSL,No,No,Sí,Sí,Sí,No
5846-NEQVZ,Sí,No,DSL,Sí,No,Sí,Sí,No,Sí
6967-QIQRV,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,Sí
5781-RFZRP,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,No
0939-YAPAF,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
0308-IVGOK,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No
7293-LSCDV,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7025-WCBNE,Sí,Sí,DSL,No,Sí,No,Sí,No,No
5756-JYOJT,Sí,No,DSL,No,No,Sí,Sí,No,Sí
4710-FDUIZ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
6030-REHUX,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
9548-LIGTA,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí
5150-LJNSR,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,No
8270-RKSAP,Sí,No,Fibra óptica,No,No,No,No,No,No
