Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,País,Edad,Género,Dispositivo,Duración Plan
2115,Estándar,12,04,11,23,08,07,24,Alemania,31,Femenino,Ordenador,3 Meses
2116,Premium,14,01,11,23,10,07,24,EEUU,33,Femenino,Tablet,6 Meses
2117,Básica,10,27,10,23,09,07,24,España,27,Masculino,Ordenador,3 Meses
2118,Estándar,12,23,10,23,10,07,24,Francia,34,Masculino,Smart TV,12 Meses
2119,Premium,14,14,10,23,09,07,24,Canadá,48,Masculino,Ordenador,1 Mes
2120,Básica,10,28,09,23,10,07,24,Australia,39,Femenino,Smart TV,3 Meses
2121,Premium,14,25,09,23,09,07,24,Canadá,39,Masculino,Ordenador,1 Mes
2122,Básica,10,23,09,23,10,07,24,Reino Unido,48,Femenino,Smart TV,12 Meses
2123,Estándar,12,23,09,23,09,07,24,EEUU,37,Femenino,Tablet,3 Meses
2124,Estándar,12,14,09,23,11,07,24,Italia,40,Masculino,Ordenador,1 Mes
2125,Básica,10,05,09,23,09,07,24,EEUU,41,Femenino,Smartphone,12 Meses
2126,Premium,14,13,08,23,09,07,24,Reino Unido,35,Femenino,Smartphone,3 Meses
2127,Básica,10,12,08,23,09,07,24,EEUU,46,Masculino,Smartphone,6 Meses
2128,Estándar,12,10,08,23,11,07,24,,28,Femenino,Tablet,12 Meses
2129,Premium,14,05,08,23,09,07,24,,29,Femenino,Ordenador,3 Meses
2130,Básica,10,04,08,23,12,07,24,Alemania,46,Femenino,Tablet,3 Meses
2131,Premium,14,28,07,23,09,07,24,Francia,35,Masculino,Ordenador,1 Mes
2132,Básica,10,24,07,23,11,07,24,EEUU,27,Masculino,Smart TV,6 Meses
2133,Estándar,12,22,07,23,09,07,24,Australia,38,Masculino,Ordenador,1 Mes
2134,Estándar,12,22,07,23,12,07,24,Francia,43,Masculino,Smart TV,1 Mes
2135,Básica,10,19,07,23,09,07,24,Reino Unido,31,Femenino,Smartphone,12 Meses
2136,Premium,14,17,07,23,10,07,24,Italia,29,Femenino,Tablet,12 Meses
2137,Básica,10,16,07,23,09,07,24,España,34,Femenino,Tablet,12 Meses
2138,Estándar,12,12,07,24,12,07,24,Australia,39,Masculino,Smartphone,12 Meses
2139,Premium,14,12,07,23,08,07,24,Francia,34,Femenino,Smartphone,1 Mes
2140,Básica,10,13,07,23,10,07,24,España,51,Masculino,Tablet,6 Meses
2141,Premium,14,13,07,23,09,07,24,España,47,Femenino,Tablet,1 Mes
2142,Básica,10,13,07,23,11,07,24,Canadá,46,Masculino,Smartphone,3 Meses
2143,Estándar,12,14,07,23,08,07,24,Canadá,46,Femenino,Smartphone,12 Meses
2144,Estándar,12,15,07,23,10,07,24,EEUU,47,Femenino,Smartphone,3 Meses
2145,Básica,10,16,07,23,09,07,24,Italia,40,Femenino,Smart TV,6 Meses
2146,Premium,14,18,07,23,11,07,24,Australia,41,Femenino,Tablet,3 Meses
2147,Básica,10,23,07,23,09,07,24,Canadá,30,Femenino,Smartphone,1 Mes
2148,Estándar,12,25,07,23,11,07,24,,31,Femenino,Tablet,1 Mes
2149,Premium,14,30,07,23,09,07,24,Brasil,42,Masculino,Smart TV,1 Mes
2150,Básica,10,06,08,23,11,07,24,Brasil,46,Femenino,Tablet,3 Meses
2151,Premium,14,14,08,23,08,07,24,Brasil,34,Femenino,Smart TV,12 Meses
2152,Básica,10,23,08,23,12,07,24,EEUU,42,Masculino,Ordenador,1 Mes
2153,Estándar,12,27,08,23,09,07,24,España,45,Masculino,Tablet,1 Mes
2154,Estándar,12,29,08,23,10,07,24,Australia,30,Masculino,Smart TV,1 Mes
2155,Básica,10,01,09,23,09,07,24,Alemania,44,Masculino,Smartphone,1 Mes
2156,Premium,14,07,09,23,13,07,24,EEUU,37,Masculino,Smart TV,1 Mes
2157,Básica,10,13,09,23,10,07,24,Reino Unido,43,Masculino,Smart TV,1 Mes
2158,Estándar,12,14,09,23,10,07,24,Brasil,46,Masculino,Smartphone,6 Meses
2159,Premium,14,17,09,23,12,07,24,Alemania,40,Femenino,Tablet,3 Meses
2160,Básica,10,23,09,23,12,07,24,Italia,45,Femenino,Smartphone,3 Meses
2161,Premium,14,27,09,23,09,07,24,,48,Femenino,Smartphone,3 Meses
2162,Básica,10,03,10,23,10,07,24,Canadá,43,Femenino,Tablet,6 Meses
2163,Estándar,12,10,10,23,11,07,24,Australia,48,Masculino,Smart TV,6 Meses
2164,Estándar,12,12,10,23,11,07,24,Reino Unido,32,Femenino,Smartphone,3 Meses
2165,Básica,10,14,10,23,08,07,24,Canadá,38,Masculino,Ordenador,1 Mes
2166,Premium,14,16,10,23,10,07,24,Canadá,50,Masculino,Smartphone,6 Meses
2167,Básica,10,18,10,23,11,07,24,EEUU,33,Femenino,Ordenador,3 Meses
2168,Estándar,12,20,10,23,10,07,24,Canadá,27,Masculino,Smart TV,3 Meses
2169,Premium,14,22,10,23,08,07,24,Australia,47,Masculino,Tablet,1 Mes
2170,Básica,10,25,10,23,10,07,24,EEUU,35,Femenino,Smart TV,6 Meses
2171,Básica,10,26,10,23,11,07,24,Italia,41,Masculino,Tablet,1 Mes
2172,Básica,10,29,10,23,10,07,24,Canadá,39,Femenino,Smart TV,1 Mes
2173,Estándar,12,31,10,23,07,07,24,Italia,46,Femenino,Smartphone,12 Meses
2174,Premium,14,04,11,23,11,07,24,Alemania,33,Femenino,Smartphone,1 Mes
2175,Básica,10,06,11,23,10,07,24,,30,Masculino,Ordenador,1 Mes
2176,Básica,10,07,11,23,10,07,24,EEUU,46,Masculino,Tablet,1 Mes
2177,Premium,14,08,11,23,09,07,24,Francia,42,Femenino,Tablet,1 Mes
2178,Estándar,12,09,11,23,11,07,24,Méjico,28,Femenino,Tablet,1 Mes
2179,Estándar,12,10,11,23,10,07,24,Canadá,40,Masculino,Smart TV,3 Meses
2180,Básica,10,10,11,23,10,07,24,Italia,31,Femenino,Smart TV,3 Meses
2181,Premium,14,10,11,23,09,07,24,Reino Unido,27,Masculino,Ordenador,3 Meses
2182,Estándar,12,09,11,23,10,07,24,Canadá,45,Femenino,Tablet,1 Mes
2183,Básica,10,09,11,23,10,07,24,Francia,49,Femenino,Smart TV,1 Mes
2184,Estándar,12,06,11,23,11,07,24,,28,Masculino,Tablet,12 Meses
2185,Premium,14,03,11,23,08,07,24,Australia,33,Masculino,Smart TV,12 Meses
2186,Básica,10,27,10,23,11,07,24,España,38,Masculino,Smart TV,1 Mes
2187,Premium,14,28,10,23,10,07,24,EEUU,44,Masculino,Tablet,12 Meses
2188,Estándar,12,18,10,23,10,07,24,Canadá,34,Femenino,Ordenador,12 Meses
2189,Básica,10,04,10,23,09,07,24,España,35,Masculino,Ordenador,3 Meses
2190,Estándar,12,29,09,23,10,07,24,Australia,47,Masculino,Tablet,1 Mes
2191,Premium,14,29,09,23,10,07,24,Reino Unido,30,Masculino,Smartphone,1 Mes
2192,Básica,10,23,09,23,10,07,24,Italia,50,Femenino,Smart TV,6 Meses
2193,Estándar,12,17,09,23,09,07,24,Italia,32,Masculino,Ordenador,1 Mes
2194,Premium,14,12,09,23,12,07,24,,36,Femenino,Smart TV,1 Mes
2195,Básica,10,16,08,23,10,07,24,España,40,Femenino,Smart TV,12 Meses
2196,Premium,14,16,08,23,09,07,24,Francia,39,Masculino,Smartphone,12 Meses
2197,Básica,10,13,08,23,10,07,24,Brasil,28,Masculino,Smartphone,1 Mes
2198,Estándar,12,12,08,23,11,07,24,,29,Femenino,Smart TV,12 Meses
2199,Estándar,12,13,08,23,09,07,24,Brasil,49,Masculino,Tablet,1 Mes
2200,Básica,10,30,07,23,12,07,24,Canadá,40,Masculino,Ordenador,12 Meses
2201,Premium,14,25,07,23,10,07,24,,29,Masculino,Ordenador,6 Meses
2202,Básica,10,25,07,23,11,07,24,Canadá,35,Femenino,Tablet,3 Meses
2203,Estándar,12,26,07,23,10,07,24,,44,Masculino,Smartphone,12 Meses
2204,Premium,14,25,07,23,13,07,24,EEUU,39,Masculino,Smart TV,6 Meses
2205,Básica,10,23,07,23,09,07,24,Australia,27,Masculino,Smart TV,6 Meses
2206,Premium,14,18,07,23,11,07,24,Italia,31,Masculino,Smart TV,12 Meses
2207,Básica,10,13,07,23,10,07,24,Canadá,39,Femenino,Ordenador,3 Meses
2208,Estándar,12,13,07,23,12,07,24,Francia,44,Masculino,Ordenador,1 Mes
2209,Estándar,12,13,07,23,09,07,24,Australia,48,Femenino,Tablet,6 Meses
2210,Básica,10,13,07,23,11,07,24,Canadá,27,Masculino,Smartphone,6 Meses
2211,Premium,14,13,07,23,09,07,24,Brasil,27,Masculino,Ordenador,3 Meses
2212,Básica,10,14,07,23,11,07,24,Reino Unido,41,Masculino,Smart TV,1 Mes
2213,Estándar,12,15,07,23,09,07,24,Reino Unido,44,Femenino,Tablet,12 Meses
2214,Premium,14,16,07,23,12,07,24,EEUU,29,Femenino,Tablet,12 Meses
2215,Básica,10,18,07,23,09,07,24,EEUU,42,Femenino,Smartphone,1 Mes
2216,Premium,14,21,07,23,11,07,24,Alemania,45,Femenino,Smart TV,1 Mes
2217,Básica,10,24,07,23,09,07,24,Reino Unido,39,Femenino,Tablet,12 Meses
2218,Estándar,12,29,07,23,12,07,24,España,41,Femenino,Tablet,12 Meses
2219,Estándar,12,06,08,23,10,07,24,Alemania,41,Femenino,Ordenador,12 Meses
2220,Básica,10,11,08,23,11,07,24,Reino Unido,41,Masculino,Smartphone,1 Mes
2221,Premium,14,16,08,23,09,07,24,Reino Unido,47,Femenino,Smart TV,3 Meses
2222,Básica,10,21,08,23,13,07,24,Reino Unido,49,Femenino,Smartphone,1 Mes
2223,Estándar,12,22,08,23,10,07,24,Reino Unido,29,Masculino,Ordenador,1 Mes
2224,Premium,14,24,08,23,10,07,24,Canadá,33,Masculino,Tablet,1 Mes
2225,Básica,10,02,09,23,12,07,24,Alemania,45,Femenino,Smart TV,3 Meses
2226,Premium,14,06,09,23,13,07,24,,41,Femenino,Ordenador,3 Meses
2227,Básica,10,11,09,23,10,07,24,Francia,31,Masculino,Ordenador,1 Mes
2228,Estándar,12,16,09,23,10,07,24,EEUU,51,Masculino,Tablet,6 Meses
2229,Estándar,12,22,09,23,12,07,24,Alemania,43,Femenino,Smartphone,3 Meses
2230,Básica,10,26,09,23,12,07,24,España,33,Femenino,Ordenador,3 Meses
2231,Premium,14,02,10,23,09,07,24,Alemania,47,Femenino,Smartphone,12 Meses
2232,Básica,10,04,10,23,10,07,24,,40,Femenino,Ordenador,3 Meses
2233,Estándar,12,09,10,23,12,07,24,EEUU,34,Femenino,Smartphone,1 Mes
2234,Premium,14,11,10,23,11,07,24,Italia,40,Masculino,Tablet,1 Mes
2235,Básica,10,15,10,23,09,07,24,Alemania,38,Masculino,Ordenador,1 Mes
2236,Premium,14,16,10,23,10,07,24,Australia,47,Masculino,Smart TV,1 Mes
2237,Básica,10,18,10,23,11,07,24,Reino Unido,29,Masculino,Smart TV,1 Mes
2238,Estándar,12,21,10,23,10,07,24,Australia,49,Femenino,Smartphone,12 Meses
2239,Estándar,12,22,10,23,08,07,24,Australia,40,Masculino,Smart TV,1 Mes
2240,Básica,10,25,10,23,11,07,24,EEUU,51,Femenino,Ordenador,12 Meses
2241,Premium,14,29,10,23,11,07,24,España,51,Femenino,Tablet,1 Mes
2242,Básica,10,30,10,23,10,07,24,EEUU,50,Femenino,Smart TV,3 Meses
2243,Estándar,12,04,11,23,09,07,24,España,47,Femenino,Ordenador,1 Mes
2244,Premium,14,05,11,23,12,07,24,Australia,40,Masculino,Smart TV,6 Meses
2245,Básica,10,07,11,23,10,07,24,,35,Femenino,Smart TV,12 Meses
2246,Básica,10,08,11,23,10,07,24,Reino Unido,37,Femenino,Smart TV,3 Meses
2247,Básica,10,09,11,23,10,07,24,Reino Unido,30,Masculino,Tablet,3 Meses
2248,Estándar,12,10,11,23,11,07,24,Italia,47,Femenino,Tablet,1 Mes
2249,Premium,14,11,11,23,10,07,24,Reino Unido,35,Masculino,Smartphone,1 Mes
2250,Básica,10,10,11,23,11,07,24,Italia,33,Masculino,Tablet,1 Mes
2251,Básica,10,10,11,23,09,07,24,Alemania,51,Femenino,Ordenador,3 Meses
2252,Premium,14,11,11,23,11,07,24,Canadá,31,Femenino,Tablet,12 Meses
2253,Estándar,12,07,11,23,11,07,24,,48,Femenino,Ordenador,12 Meses
2254,Estándar,12,04,11,23,11,07,24,Alemania,40,Masculino,Ordenador,12 Meses
2255,Básica,10,31,10,23,09,07,24,Francia,41,Femenino,Ordenador,1 Mes
2256,Premium,14,29,10,23,11,07,24,Australia,41,Masculino,Ordenador,6 Meses
2257,Estándar,12,20,10,23,10,07,24,,28,Femenino,Ordenador,1 Mes
2258,Básica,10,14,10,23,11,07,24,España,45,Femenino,Ordenador,1 Mes
2259,Estándar,12,12,10,23,10,07,24,Italia,32,Femenino,Ordenador,1 Mes
2260,Premium,14,01,10,23,11,07,24,Francia,31,Masculino,Tablet,1 Mes
2261,Básica,10,25,09,23,10,07,24,Francia,40,Femenino,Tablet,6 Meses
2262,Premium,14,23,09,23,10,07,24,Reino Unido,40,Femenino,Smartphone,3 Meses
2263,Estándar,12,19,09,23,09,07,24,Reino Unido,50,Masculino,Tablet,1 Mes
2264,Básica,10,02,09,23,12,07,24,Reino Unido,41,Masculino,Smartphone,1 Mes
2265,Estándar,12,30,08,23,10,07,24,Canadá,43,Masculino,Tablet,3 Meses
2266,Premium,14,16,08,23,09,07,24,,43,Masculino,Tablet,12 Meses
2267,Básica,10,15,08,23,10,07,24,Brasil,36,Femenino,Smartphone,6 Meses
2268,Estándar,12,16,08,23,11,07,24,Reino Unido,48,Masculino,Smart TV,1 Mes
2269,Premium,14,01,08,23,10,07,24,España,33,Femenino,Smartphone,1 Mes
2270,Básica,10,27,07,23,14,07,24,Reino Unido,30,Femenino,Smart TV,3 Meses
2271,Premium,14,26,07,23,10,07,24,Australia,37,Femenino,Ordenador,6 Meses
2272,Básica,10,26,07,23,11,07,24,Canadá,49,Masculino,Smart TV,6 Meses
2273,Estándar,12,27,07,23,11,07,24,Francia,47,Femenino,Smartphone,3 Meses
2274,Estándar,12,26,07,23,13,07,24,EEUU,45,Femenino,Tablet,12 Meses
2275,Básica,10,23,07,23,09,07,24,Alemania,50,Masculino,Smart TV,6 Meses
2276,Premium,14,20,07,23,11,07,24,Francia,36,Masculino,Smartphone,1 Mes
2277,Básica,10,14,07,23,10,07,24,España,37,Masculino,Smart TV,1 Mes
2278,Estándar,12,14,07,23,12,07,24,EEUU,38,Femenino,Tablet,3 Meses
2279,Premium,14,14,07,23,10,07,24,EEUU,40,Masculino,Smart TV,6 Meses
2280,Básica,10,13,07,23,12,07,24,Australia,38,Femenino,Smart TV,12 Meses
2281,Premium,14,14,07,23,10,07,24,EEUU,46,Femenino,Tablet,6 Meses
2282,Básica,10,15,07,23,11,07,24,Reino Unido,40,Femenino,Smartphone,1 Mes
2283,Estándar,12,16,07,23,10,07,24,España,34,Masculino,Smart TV,3 Meses
2284,Estándar,12,18,07,23,12,07,24,Reino Unido,39,Femenino,Smartphone,3 Meses
2285,Básica,10,19,07,23,10,07,24,Australia,47,Masculino,Smartphone,6 Meses
2286,Premium,14,22,07,23,12,07,24,Italia,41,Masculino,Ordenador,12 Meses
2287,Básica,10,27,07,23,09,07,24,Alemania,47,Femenino,Tablet,6 Meses
2288,Estándar,12,02,08,23,13,07,24,Canadá,50,Masculino,Smartphone,12 Meses
2289,Premium,14,10,08,23,10,07,24,Canadá,31,Masculino,Tablet,1 Mes
2290,Básica,10,15,08,23,11,07,24,EEUU,41,Masculino,Smartphone,12 Meses
2291,Premium,14,18,08,23,11,07,24,EEUU,31,Femenino,Ordenador,6 Meses
2292,Básica,10,20,08,23,14,07,24,Australia,41,Femenino,Smart TV,1 Mes
2293,Estándar,12,23,08,23,11,07,24,Italia,28,Masculino,Tablet,12 Meses
2294,Estándar,12,24,08,23,10,07,24,EEUU,40,Femenino,Smartphone,6 Meses
2295,Básica,10,30,08,23,13,07,24,Canadá,34,Femenino,Smart TV,3 Meses
2296,Premium,14,06,09,23,13,07,24,,37,Masculino,Smartphone,1 Mes
2297,Básica,10,13,09,23,10,07,24,Reino Unido,30,Femenino,Ordenador,1 Mes
2298,Estándar,12,18,09,23,10,07,24,Australia,32,Masculino,Tablet,1 Mes
2299,Premium,14,22,09,23,12,07,24,España,41,Masculino,Smartphone,1 Mes
2300,Básica,10,28,09,23,12,07,24,Australia,42,Femenino,Tablet,1 Mes
2301,Premium,14,03,10,23,09,07,24,EEUU,40,Masculino,Ordenador,1 Mes
2302,Básica,10,05,10,23,10,07,24,España,30,Femenino,Smartphone,6 Meses
2303,Estándar,12,09,10,23,12,07,24,Reino Unido,43,Masculino,Ordenador,6 Meses
2304,Estándar,12,15,10,23,11,07,24,Australia,31,Femenino,Tablet,12 Meses
2305,Básica,10,16,10,23,09,07,24,EEUU,45,Masculino,Smartphone,3 Meses
2306,Premium,14,18,10,23,11,07,24,Australia,33,Masculino,Smart TV,1 Mes
2307,Básica,10,19,10,23,12,07,24,Alemania,41,Masculino,Smartphone,12 Meses
2308,Estándar,12,22,10,23,11,07,24,Reino Unido,37,Masculino,Smart TV,1 Mes
2309,Premium,14,23,10,23,09,07,24,Italia,40,Femenino,Smartphone,3 Meses
2310,Básica,10,29,10,23,12,07,24,España,36,Masculino,Tablet,12 Meses
2311,Premium,14,30,10,23,11,07,24,EEUU,28,Masculino,Smart TV,1 Mes
2312,Básica,10,03,11,23,11,07,24,Italia,38,Masculino,Smartphone,3 Meses
2313,Estándar,12,04,11,23,09,07,24,Reino Unido,36,Femenino,Tablet,12 Meses
2314,Estándar,12,05,11,23,12,07,24,EEUU,47,Femenino,Smart TV,12 Meses
2315,Básica,10,07,11,23,10,07,24,Francia,35,Femenino,Ordenador,3 Meses
2316,Premium,14,09,11,23,11,07,24,Canadá,29,Femenino,Tablet,1 Mes
2317,Básica,10,10,11,23,10,07,24,Brasil,49,Femenino,Smart TV,3 Meses
2318,Estándar,12,11,11,23,12,07,24,,34,Masculino,Smart TV,12 Meses
2319,Premium,14,11,11,23,11,07,24,EEUU,37,Masculino,Smart TV,1 Mes
2320,Básica,10,10,11,23,11,07,24,EEUU,50,Masculino,Smart TV,1 Mes
2321,Básica,10,11,11,23,09,07,24,Australia,38,Masculino,Smart TV,3 Meses
2322,Básica,10,12,11,23,11,07,24,Italia,37,Femenino,Smart TV,1 Mes
2323,Estándar,12,07,11,23,11,07,24,Brasil,34,Masculino,Ordenador,1 Mes
2324,Premium,14,04,11,23,11,07,24,EEUU,30,Masculino,Smart TV,12 Meses
2325,Básica,10,03,11,23,11,07,24,Australia,35,Masculino,Ordenador,3 Meses
2326,Básica,10,01,11,23,11,07,24,Reino Unido,39,Masculino,Tablet,1 Mes
2327,Premium,14,29,10,23,11,07,24,Canadá,47,Femenino,Tablet,6 Meses
2328,Estándar,12,26,10,23,11,07,24,Reino Unido,40,Femenino,Ordenador,1 Mes
2329,Estándar,12,25,10,23,10,07,24,Canadá,33,Masculino,Smart TV,1 Mes
2330,Básica,10,22,10,23,13,07,24,Alemania,32,Femenino,Smartphone,1 Mes
2331,Premium,14,16,10,23,10,07,24,Alemania,32,Masculino,Smart TV,1 Mes
2332,Estándar,12,15,10,23,10,07,24,Canadá,30,Femenino,Smart TV,1 Mes
2333,Básica,10,19,09,23,11,07,24,Alemania,49,Masculino,Tablet,1 Mes
2334,Estándar,12,16,09,23,12,07,24,España,39,Femenino,Smartphone,1 Mes
2335,Premium,14,08,09,23,10,07,24,Francia,45,Masculino,Ordenador,1 Mes
2336,Básica,10,21,08,23,12,07,24,EEUU,43,Masculino,Smartphone,1 Mes
2337,Premium,14,20,08,23,10,07,24,España,41,Masculino,Smartphone,6 Meses
2338,Estándar,12,10,08,23,11,07,24,Australia,38,Femenino,Tablet,6 Meses
2339,Básica,10,31,07,23,11,07,24,Italia,34,Femenino,Smartphone,1 Mes
2340,Estándar,12,30,07,23,14,07,24,EEUU,38,Masculino,Ordenador,1 Mes
2341,Premium,14,31,07,23,10,07,24,Reino Unido,48,Masculino,Tablet,6 Meses
2342,Básica,10,30,07,23,12,07,24,Australia,38,Femenino,Smart TV,12 Meses
2343,Estándar,12,30,07,23,11,07,24,Canadá,34,Femenino,Ordenador,6 Meses
2344,Premium,14,27,07,23,13,07,24,Canadá,44,Femenino,Tablet,12 Meses
2345,Básica,10,21,07,23,10,07,24,Alemania,39,Masculino,Smartphone,1 Mes
2346,Premium,14,20,07,23,12,07,24,Canadá,43,Femenino,Smartphone,3 Meses
2347,Básica,10,16,07,23,10,07,24,EEUU,49,Femenino,Smart TV,3 Meses
2348,Estándar,12,16,07,23,12,07,24,Italia,48,Femenino,Smart TV,1 Mes
2349,Estándar,12,14,07,23,11,07,24,Reino Unido,47,Femenino,Tablet,1 Mes
2350,Básica,10,14,07,23,13,07,24,Francia,27,Femenino,Ordenador,3 Meses
2351,Premium,14,15,07,23,10,07,24,Francia,40,Femenino,Smartphone,1 Mes
2352,Básica,10,16,07,23,12,07,24,Alemania,43,Femenino,Smart TV,1 Mes
2353,Estándar,12,18,07,23,10,07,24,Italia,30,Femenino,Ordenador,6 Meses
2354,Premium,14,19,07,23,13,07,24,Francia,43,Femenino,Smart TV,12 Meses
2355,Básica,10,22,07,23,10,07,24,EEUU,49,Masculino,Ordenador,1 Mes
2356,Premium,14,25,07,23,12,07,24,Australia,47,Masculino,Smartphone,1 Mes
2357,Básica,10,26,07,23,11,07,24,Italia,33,Masculino,Smartphone,3 Meses
2358,Estándar,12,04,08,23,14,07,24,España,48,Femenino,Smartphone,3 Meses
2359,Estándar,12,12,08,23,11,07,24,EEUU,31,Masculino,Ordenador,1 Mes
2360,Básica,10,14,08,23,11,07,24,Francia,30,Masculino,Tablet,6 Meses
2361,Premium,14,16,08,23,13,07,24,Reino Unido,34,Femenino,Smartphone,12 Meses
2362,Básica,10,17,08,23,14,07,24,Reino Unido,37,Masculino,Smartphone,1 Mes
2363,Estándar,12,22,08,23,11,07,24,Francia,44,Femenino,Smart TV,12 Meses
2364,Premium,14,26,08,23,11,07,24,Francia,28,Femenino,Smart TV,6 Meses
2365,Básica,10,06,09,23,13,07,24,EEUU,47,Masculino,Smartphone,1 Mes
2366,Premium,14,09,09,23,13,07,24,Reino Unido,43,Masculino,Smart TV,1 Mes
2367,Básica,10,17,09,23,10,07,24,Brasil,51,Masculino,Tablet,1 Mes
2368,Estándar,12,19,09,23,11,07,24,EEUU,50,Masculino,Ordenador,1 Mes
2369,Estándar,12,24,09,23,13,07,24,Alemania,40,Femenino,Smartphone,12 Meses
2370,Básica,10,29,09,23,12,07,24,,31,Femenino,Ordenador,12 Meses
2371,Premium,14,03,10,23,10,07,24,Reino Unido,29,Femenino,Smartphone,3 Meses
2372,Básica,10,07,10,23,10,07,24,Canadá,38,Femenino,Tablet,12 Meses
2373,Estándar,12,14,10,23,13,07,24,Canadá,47,Masculino,Tablet,3 Meses
2374,Premium,14,16,10,23,12,07,24,EEUU,30,Masculino,Tablet,6 Meses
2375,Básica,10,18,10,23,10,07,24,Australia,42,Masculino,Ordenador,6 Meses
2376,Premium,14,19,10,23,12,07,24,Alemania,49,Masculino,Smart TV,3 Meses
2377,Básica,10,20,10,23,12,07,24,Reino Unido,50,Femenino,Tablet,3 Meses
2378,Estándar,12,22,10,23,11,07,24,Reino Unido,51,Masculino,Smart TV,12 Meses
2379,Estándar,12,25,10,23,09,07,24,Australia,47,Masculino,Smartphone,1 Mes
2380,Básica,10,27,10,23,12,07,24,España,36,Femenino,Smartphone,12 Meses
2381,Premium,14,30,10,23,11,07,24,,30,Femenino,Ordenador,3 Meses
2382,Básica,10,01,11,23,11,07,24,Italia,34,Femenino,Tablet,3 Meses
2383,Estándar,12,05,11,23,10,07,24,Alemania,35,Femenino,Tablet,12 Meses
2384,Premium,14,07,11,23,12,07,24,Australia,30,Masculino,Smart TV,1 Mes
2385,Básica,10,08,11,23,11,07,24,,30,Masculino,Tablet,3 Meses
2386,Premium,14,10,11,23,12,07,24,EEUU,41,Femenino,Smartphone,1 Mes
2387,Básica,10,11,11,23,10,07,24,Reino Unido,39,Femenino,Smartphone,3 Meses
2388,Estándar,12,12,11,23,12,07,24,Francia,30,Masculino,Tablet,1 Mes
2389,Estándar,12,11,11,23,12,07,24,Australia,36,Femenino,Smart TV,3 Meses
2390,Básica,10,11,11,23,12,07,24,Canadá,33,Femenino,Smartphone,6 Meses
2391,Premium,14,12,11,23,10,07,24,Canadá,35,Femenino,Tablet,12 Meses
2392,Básica,10,11,11,23,12,07,24,España,46,Masculino,Tablet,3 Meses
2393,Estándar,12,07,11,23,11,07,24,EEUU,51,Femenino,Tablet,3 Meses
2394,Premium,14,05,11,23,12,07,24,Alemania,42,Femenino,Smartphone,12 Meses
2395,Básica,10,02,11,23,11,07,24,Reino Unido,30,Femenino,Smart TV,1 Mes
2396,Básica,10,31,10,23,13,07,24,,45,Masculino,Smartphone,1 Mes
2397,Básica,10,29,10,23,11,07,24,Italia,27,Masculino,Smartphone,1 Mes
2398,Estándar,12,25,10,23,11,07,24,EEUU,41,Masculino,Smart TV,6 Meses
2399,Premium,14,23,10,23,10,07,24,Francia,35,Masculino,Tablet,1 Mes
2400,Básica,10,17,10,23,13,07,24,Alemania,30,Masculino,Ordenador,6 Meses
2401,Básica,10,16,10,23,11,07,24,Alemania,35,Femenino,Ordenador,1 Mes
2402,Premium,14,05,10,23,11,07,24,EEUU,47,Femenino,Smartphone,12 Meses
2403,Estándar,12,17,09,23,11,07,24,Italia,41,Masculino,Ordenador,1 Mes
2404,Estándar,12,17,09,23,12,07,24,España,48,Femenino,Tablet,1 Mes
2405,Básica,10,06,09,23,11,07,24,Francia,32,Femenino,Smart TV,6 Meses
2406,Premium,14,30,08,23,15,07,24,Francia,35,Femenino,Smart TV,1 Mes
2407,Estándar,12,29,08,23,11,07,24,Reino Unido,31,Femenino,Smartphone,1 Mes
2408,Básica,10,25,08,23,13,07,24,Australia,45,Femenino,Smartphone,1 Mes
2409,Estándar,12,03,08,23,11,07,24,Brasil,38,Femenino,Ordenador,1 Mes
2410,Premium,14,02,08,23,14,07,24,Australia,34,Masculino,Smartphone,1 Mes
2411,Básica,10,02,08,23,11,07,24,EEUU,37,Femenino,Smartphone,1 Mes
2412,Premium,14,01,08,23,13,07,24,Alemania,27,Femenino,Smart TV,12 Meses
2413,Estándar,12,31,07,23,11,07,24,Reino Unido,44,Femenino,Tablet,1 Mes
2414,Básica,10,22,07,23,13,07,24,,46,Masculino,Smart TV,6 Meses
2415,Estándar,12,22,07,23,11,07,24,,37,Masculino,Smart TV,1 Mes
2416,Premium,14,19,07,23,13,07,24,Reino Unido,44,Masculino,Tablet,1 Mes
2417,Básica,10,17,07,23,11,07,24,Reino Unido,29,Masculino,Smart TV,1 Mes
2418,Estándar,12,16,07,23,13,07,24,Francia,28,Femenino,Ordenador,12 Meses
2419,Premium,14,16,07,23,11,07,24,EEUU,50,Masculino,Smart TV,1 Mes
2420,Básica,10,16,07,23,13,07,24,Canadá,39,Masculino,Ordenador,1 Mes
2421,Premium,14,16,07,23,11,07,24,Francia,34,Femenino,Smart TV,12 Meses
2422,Básica,10,17,07,23,12,07,24,Méjico,40,Masculino,Smart TV,1 Mes
2423,Estándar,12,19,07,23,11,07,24,Francia,30,Masculino,Ordenador,3 Meses
2424,Estándar,12,20,07,23,14,07,24,España,41,Femenino,Ordenador,3 Meses
2425,Básica,10,21,07,23,10,07,24,EEUU,39,Masculino,Tablet,1 Mes
2426,Premium,14,23,07,23,12,07,24,Australia,83,Masculino,Smartphone,3 Meses
